FECHACOMPROBANTE,SUCURSAL,DEPÓSITO,OPERACION,TIPO_CBTE,NRO_CBTE,SUBTIPO_CBTE,SUBDIARIO,CAJAORIGEN,CAJADESTINO,TIPOREFERENTE,IDCLIENTE,RAZONSOCIAL,CUIT,CATEGORIAIVA,TIPOCLIENTE,IDZONA,IDZONA,ZONA,CPLOCALIDAD,LOCALIDAD,IDVENDEDOR,VENDEDOR,IDCOBRADOR,COBRADOR,MONEDACBTE,COTIZACION,FORMADEPAGO,CONDICIONCOMERCIALIZACION,TIPOARTICULO,IDGRUPO,IDSUBGRUPO,TIPO,NROARTICULO_ITEM_REFCONT,DESCRIPCION,OBSERVACIONLINEA,CANTIDAD,PESO,CANTIDADELEMENTOS,PRECIO,ALICUOTAIVA,ALICUOTAIMPINT,LISTADEPRECIO,PRECIOLISTA,PRECIOORIGINAL,PROMOCION,PORCENTAJEDESCUENTO,PORCENTAJEDESCUENTOGLOBAL,IMPORTENETO,IMPORTEIVA,IMPORTEIMPUESTOINTERNO,IMPORTEPERCEPCION,IMPORTETOTAL,IMPORTENETOPESOS,IMPORTEIVAPESOS,IMPORTEIMPUESTOINTPESOS,IMPORTEPERCEPCIONPESOS,IMPORTETOTALPESOS,OBSERVACIONCOMPROBANTE,USUARIO,FECHACREACION,FECHACONTABLE,CAMION,ORDENCARGA_ID
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078587,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,89,1,A,2753,SPEED LATA X 250 CC, ,3432,0,82368,672.36,21,0,Costo,672.36,672.36,0,0,0,2307539.52,0,0,0,2307539.52,2307539.52,0,0,0,2307539.52,,GUERRA FABIAN,14/10/2024 09:25,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078587,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,89,1,A,9260,SPEED LATA X 500 CC, ,1680,0,20160,1061.33,21,0,Costo,1061.33,1061.33,0,0,0,1783034.4,0,0,0,1783034.4,1783034.4,0,0,0,1783034.4,,GUERRA FABIAN,14/10/2024 09:25,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,51,1,A,5449,VINO TRAPICHE ALARIS MALBEC X 750 CC, ,30,0,180,1958.03,21,0,Costo,1958.03,1958.03,0,0,0,58740.9,0,0,0,58740.9,58740.9,0,0,0,58740.9,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,51,1,A,5452,VINO FOND CAVE MALBEC X 750 CC, ,30,0,180,3262.33,21,0,Costo,3262.33,3262.33,0,0,0,97869.9,0,0,0,97869.9,97869.9,0,0,0,97869.9,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,51,1,A,7786,VINO FINCA LAS MORAS BCO DULCE X 750 CC, ,30,0,180,1957.47,21,0,Costo,1957.47,1957.47,0,0,0,58724.1,0,0,0,58724.1,58724.1,0,0,0,58724.1,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,51,1,A,7783,VINO DADA ART MALBEC X 750 CC, ,30,0,180,2375.97,21,0,Costo,2375.97,2375.97,0,0,0,71279.1,0,0,0,71279.1,71279.1,0,0,0,71279.1,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,51,1,A,8718,VINO DADA BLEND 1 MALBEC/CABER X 750, ,30,0,180,1146.08,21,0,Costo,1146.08,1146.08,0,0,0,34382.4,0,0,0,34382.4,34382.4,0,0,0,34382.4,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,51,2,A,9279,FRIZZE BLUE X 1 LT, ,60,0,360,1206.75,21,0,Costo,1206.75,1206.75,0,0,0,72405,0,0,0,72405,72405,0,0,0,72405,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,46,4,A,4321,BAILEYS X 750 CC, ,12,0,144,15617.17,21,0,Costo,15617.17,15617.17,0,0,0,187406.04,0,0,0,187406.04,187406.04,0,0,0,187406.04,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,18,1,A,7188,APEROL X 750 CC, ,30,0,180,4769.14,21,0,Costo,4769.14,4769.14,0,0,0,143074.2,0,0,0,143074.2,143074.2,0,0,0,143074.2,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
14/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00078586,0,Stock,Sucursal,,P,1115,ENERGY GROUP S.R.L.,30697963886,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,18,1,A,1736,CINZANO ROSSO X 975 CC, ,120,0,1440,3251.06,21,0,Costo,3251.06,3251.06,0,0,0,390127.2,0,0,0,390127.2,390127.2,0,0,0,390127.2,,GUERRA FABIAN,14/10/2024 09:24,14/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00091024,0,Stock,Sucursal,,P,5898,DIELO S. A.,30515658269,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,57,1,A,2131,ALF FANTOCHE XS MINI HALLOWEEN 20 X 25 GR, ,12,0,240,0,21,0,Costo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ROMERO JAVIER,09/10/2024 14:36,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,9,A,5294,GOMITAS MOGUL FRUTAL 12 X 35 GR, ,12,0,144,2787.77,21,0,Costo,2787.77,2787.77,0,0,0,33453.24,0,0,0,33453.24,33453.24,0,0,0,33453.24,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,9,A,4383,CAR MENTHO-PLUS CEREZA 12 X 29.4 GR, ,12,0,144,3157.69,21,0,Costo,3157.69,3157.69,0,0,0,37892.28,0,0,0,37892.28,37892.28,0,0,0,37892.28,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,9,A,4381,CAR MENTHO-PLUS MENTA 12 X 29.4 GR, ,12,0,144,3157.69,21,0,Costo,3157.69,3157.69,0,0,0,37892.28,0,0,0,37892.28,37892.28,0,0,0,37892.28,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,9,A,4382,CAR MENTHO-PLUS STRONG 12 X 29.4 GR, ,12,0,144,3157.69,21,0,Costo,3157.69,3157.69,0,0,0,37892.28,0,0,0,37892.28,37892.28,0,0,0,37892.28,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,5,A,5136,OBLEA BON O BON LECHE 20 X 30 GR, ,16,0,128,7909,21,0,Costo,7909,7909,0,0,0,126544,0,0,0,126544,126544,0,0,0,126544,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,7,A,2418,OBLEA OPERA X 92 GR, ,84,0,2352,564.74,21,0,Costo,564.74,564.74,0,0,0,47438.16,0,0,0,47438.16,47438.16,0,0,0,47438.16,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,8,A,2790,GALL REX X 75 GR, ,32,0,1024,538.34,21,0,Costo,538.34,538.34,0,0,0,17226.88,0,0,0,17226.88,17226.88,0,0,0,17226.88,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,8,A,2764,GALL REX KESITAS X 75 GR, ,32,0,1024,538.34,21,0,Costo,538.34,538.34,0,0,0,17226.88,0,0,0,17226.88,17226.88,0,0,0,17226.88,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00015211,0,Stock,Sucursal,,P,2002,NICEBE HUGO,20060275220,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,62,5,A,4384,ROCKLETS 24 X 20 GR, ,6,0,72,7495.74,21,0,Costo,7495.74,7495.74,0,0,0,44974.44,0,0,0,44974.44,44974.44,0,0,0,44974.44,,CABRERA JONATAN,09/10/2024 13:53,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152793,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,43,1,A,6106,PAST TIC TAC FRUTILLA X 12 UND, ,24,0,576,4787.99,21,0,Costo,4787.99,4787.99,0,0,0,114911.76,0,0,0,114911.76,114911.76,0,0,0,114911.76,,CABRERA JONATAN,09/10/2024 13:22,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152793,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,43,1,A,8828,PAST TIC TAC MIX FRUTAS X 12 UND, ,24,0,576,4787.99,21,0,Costo,4787.99,4787.99,0,0,0,114911.76,0,0,0,114911.76,114911.76,0,0,0,114911.76,,CABRERA JONATAN,09/10/2024 13:22,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152793,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,12,1,A,1811,MADALENA POZO DDL X 220 GR, ,20,0,200,990,21,0,Costo,990,990,0,0,0,19800,0,0,0,19800,19800,0,0,0,19800,,CABRERA JONATAN,09/10/2024 13:22,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152793,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,59,1,A,1054,GALL TRIO PEPAS X 320 GR, ,600,0,7200,502.08,21,0,Costo,502.08,502.08,0,0,0,301248,0,0,0,301248,301248,0,0,0,301248,,CABRERA JONATAN,09/10/2024 13:22,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152791,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,12,1,A,2024,VAINILLAS POZO X 148 GR, ,280,0,7840,535.68,21,0,Costo,535.68,535.68,0,0,0,149990.4,0,0,0,149990.4,149990.4,0,0,0,149990.4,,CABRERA JONATAN,09/10/2024 13:21,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152791,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,12,1,A,2025,VAINILLAS POZO X 444 GR, ,160,0,1280,1544.3,21,0,Costo,1544.3,1544.3,0,0,0,247088,0,0,0,247088,247088,0,0,0,247088,,CABRERA JONATAN,09/10/2024 13:21,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152791,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,37,1,A,1924,BIZCOCHOS DON SATUR DE GRASA X 200 GR, ,300,0,9000,556.77,21,0,Costo,556.77,556.77,0,0,0,167031,0,0,0,167031,167031,0,0,0,167031,,CABRERA JONATAN,09/10/2024 13:21,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00152791,0,Stock,Sucursal,,P,2183,TYNA S.R.L.,33712150039,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,59,1,A,1643,OBLEA OBLITA FRUTILLA X 50 GR, ,240,0,11520,188.47,21,0,Costo,188.47,188.47,0,0,0,45232.8,0,0,0,45232.8,45232.8,0,0,0,45232.8,,CABRERA JONATAN,09/10/2024 13:21,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00306632,0,Stock,Sucursal,,P,5898,DIELO S. A.,30515658269,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,57,1,A,6085,ALF FANTOCHE TRIPLE CHOCOLATE 24 X 85 G, ,80,0,1920,8360.68,21,0,Costo,8360.68,8360.68,0,0,0,668854.4,0,0,0,668854.4,668854.4,0,0,0,668854.4,,CABRERA JONATAN,09/10/2024 13:14,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00306632,0,Stock,Sucursal,,P,5898,DIELO S. A.,30515658269,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,57,1,A,6086,ALF FANTOCHE TRIPLE BLANCO 24 X 85 GR, ,40,0,960,8360.68,21,0,Costo,8360.68,8360.68,0,0,0,334427.2,0,0,0,334427.2,334427.2,0,0,0,334427.2,,CABRERA JONATAN,09/10/2024 13:14,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00306632,0,Stock,Sucursal,,P,5898,DIELO S. A.,30515658269,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,57,1,A,7393,ALF FANTOCHE TRIPLE CHOCOLATE 12 X 85 G, ,16,0,16,4182.34,21,0,Costo,4182.34,4182.34,0,0,0,66917.44,0,0,0,66917.44,66917.44,0,0,0,66917.44,,CABRERA JONATAN,09/10/2024 13:14,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00306632,0,Stock,Sucursal,,P,5898,DIELO S. A.,30515658269,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,57,1,A,7524,ALF FANTOCHE TRIPLE BLANCO 12 X 85 G, ,8,0,8,4182.34,21,0,Costo,4182.34,4182.34,0,0,0,33458.72,0,0,0,33458.72,33458.72,0,0,0,33458.72,,CABRERA JONATAN,09/10/2024 13:14,09/10/2024,(0) REP.No00-MOSTRADOR,0
09/10/2024,SUC,DEP. Casa Central,STK,RSSTK,X0315-00306632,0,Stock,Sucursal,,P,5898,DIELO S. A.,30515658269,Responsable Inscripto, ,0,0, , , ,0,SUC MXCO,0,SUC MXCO,PESOS,1,Contado,,1 - Varios,57,1,A,1471,BOCADITO FANTOCHE DDL X 20 UND, ,24,0,24,2735.99,21,0,Costo,2735.99,2735.99,0,0,0,65663.76,0,0,0,65663.76,65663.76,0,0,0,65663.76,,CABRERA JONATAN,09/10/2024 13:14,09/10/2024,(0) REP.No00-MOSTRADOR,0
